ID,Dataset,Video with mistake ID,Step ID,Correct Procedure,Procedure with mistake,Error Validity,Text Plausibility,Confusability / Difficulty to Notice,Procedure Logic,Procedure Logic (Annotator Confidence),Sequence Consistency Score,State-Change Coherence,Taxonomy Fit (Error Type),Video Plausibility,Text–Video Grounding Consistency (episode-level),m,n_yes,n_no,agree_pairs,total_pairs
Ego-Exo4D-PJ-GPT-5.2 sfu_cooking_009_7 33 Turn off the stove,Ego-Exo4D-PJ-GPT-5.2,sfu_cooking_009_7,33.0,Wait for chai tea in the pot to steep,Turn off the stove,1.0,4.5,3.0,0.0,3.0,5.0,0.0,T (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 sfu_cooking_009_7 34 Wait for chai tea in the pot to steep,Ego-Exo4D-PJ-GPT-5.2,sfu_cooking_009_7,34.0,Turn off the stove,Wait for chai tea in the pot to steep,1.0,4.5,3.0,0.0,3.0,5.0,0.0,T (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 sfu_cooking026_8 0 accidentally pour a little water into the cup instead of coffee,Ego-Exo4D-PJ-GPT-5.2,sfu_cooking026_8,0.0,,accidentally pour a little water into the cup instead of coffee,1.0,3.5,2.0,0.0,3.0,5.0,0.0,I (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 sfu_cooking026_8 2 dump out the water from the cup and re-pour the coffee into the cup,Ego-Exo4D-PJ-GPT-5.2,sfu_cooking026_8,2.0,,dump out the water from the cup and re-pour the coffee into the cup,1.0,3.0,1.0,0.0,2.0,5.0,0.0,C (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 sfu_cooking026_8 3 accidentally add milk to the coffee while it is still in the carton,Ego-Exo4D-PJ-GPT-5.2,sfu_cooking026_8,3.0,,accidentally add milk to the coffee while it is still in the carton,1.0,2.0,1.0,0.0,3.0,5.0,0.0,I (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 sfu_cooking_008_5 12 Pour coffee into milk in the cup but spill some onto the kitchen countertop instead of getting it all into the cup,Ego-Exo4D-PJ-GPT-5.2,sfu_cooking_008_5,12.0,Pour coffee into milk in the cup,Pour coffee into milk in the cup but spill some onto the kitchen countertop instead of getting it all into the cup,1.0,4.0,1.0,0.0,3.0,5.0,0.0,WE (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 sfu_cooking_008_5 13 Wipe up the spilled coffee from the countertop and then pour coffee into milk in the cup,Ego-Exo4D-PJ-GPT-5.2,sfu_cooking_008_5,13.0,,Wipe up the spilled coffee from the countertop and then pour coffee into milk in the cup,1.0,5.0,1.0,0.0,3.0,5.0,0.0,C (100%),,,,,,,
"Ego-Exo4D-PJ-GPT-5.2 uniandes_cooking_006_8 12 Add coffee into the coffee cup on the countertop with the spoon, but spill a little",Ego-Exo4D-PJ-GPT-5.2,uniandes_cooking_006_8,12.0,Add coffee into the coffee cup on the countertop with the spoon.,"Add coffee into the coffee cup on the countertop with the spoon, but spill a little",1.0,4.0,1.0,0.0,3.0,5.0,0.0,WE (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 uniandes_cooking_006_8 13 Put away the pot in the sink.,Ego-Exo4D-PJ-GPT-5.2,uniandes_cooking_006_8,13.0,Put away the sachet of coffee on the countertop.,Put away the pot in the sink.,1.0,3.0,1.5,0.5,3.0,4.0,0.0,T (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 uniandes_cooking_006_8 17 Put away the sachet of coffee on the countertop.,Ego-Exo4D-PJ-GPT-5.2,uniandes_cooking_006_8,17.0,Put away the pot in the sink.,Put away the sachet of coffee on the countertop.,1.0,4.5,1.5,0.0,3.0,5.0,0.0,T (100%),,,,,,,
"Ego-Exo4D-PJ-GPT-5.2 iiith_cooking_89_4 0 Get bowl from the cabinet, but grab a plate by mistake",Ego-Exo4D-PJ-GPT-5.2,iiith_cooking_89_4,0.0,Get bowl from the cabinet,"Get bowl from the cabinet, but grab a plate by mistake",1.0,3.5,1.0,0.0,3.0,5.0,0.0,"S (50%), WE (50%)",,,,,,,
Ego-Exo4D-PJ-GPT-5.2 iiith_cooking_89_4 1 Put the plate back and get bowl from the cabinet,Ego-Exo4D-PJ-GPT-5.2,iiith_cooking_89_4,1.0,,Put the plate back and get bowl from the cabinet,1.0,5.0,1.0,0.0,3.0,5.0,0.0,C (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 sfu_cooking022_2 8 Put the left hand back on the countertop.,Ego-Exo4D-PJ-GPT-5.2,sfu_cooking022_2,8.0,,Put the left hand back on the countertop.,0.0,,,,,,,,,,,,,,
Ego-Exo4D-PJ-GPT-5.2 sfu_cooking022_2 11 Put the left hand back on the countertop.,Ego-Exo4D-PJ-GPT-5.2,sfu_cooking022_2,11.0,,Put the left hand back on the countertop.,0.0,,,,,,,,,,,,,,
Ego-Exo4D-PJ-GPT-5.2 sfu_cooking_005_2 1 Get lettuce from the refrigerator,Ego-Exo4D-PJ-GPT-5.2,sfu_cooking_005_2,1.0,Get cucumber from the refrigerator,Get lettuce from the refrigerator,1.0,3.0,2.5,0.0,3.0,5.0,0.0,"S (50%), WE (50%)",,,,,,,
"Ego-Exo4D-PJ-GPT-5.2 sfu_cooking_005_2 18 Add cherry chopped tomato into the bowl, but spill a little",Ego-Exo4D-PJ-GPT-5.2,sfu_cooking_005_2,18.0,Add cherry chopped tomato into the bowl,"Add cherry chopped tomato into the bowl, but spill a little",1.0,4.0,1.5,0.0,3.0,5.0,0.0,WE (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 sfu_cooking_005_2 20 Put the spilled chopped cherry tomato from the countertop into the bowl,Ego-Exo4D-PJ-GPT-5.2,sfu_cooking_005_2,20.0,,Put the spilled chopped cherry tomato from the countertop into the bowl,1.0,5.0,1.0,0.0,3.0,5.0,0.0,C (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 sfu_cooking_005_2 29 Put the black pepper back on the countertop.,Ego-Exo4D-PJ-GPT-5.2,sfu_cooking_005_2,29.0,,Put the black pepper back on the countertop.,1.0,3.0,1.0,0.0,3.0,5.0,0.0,I (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 iiith_cooking_45_1 0 Get the pot,Ego-Exo4D-PJ-GPT-5.2,iiith_cooking_45_1,0.0,,Get the pot,0.0,5.0,1.0,0.0,3.0,5.0,0.0,I (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 iiith_cooking_45_1 2 Add milk to the pot,Ego-Exo4D-PJ-GPT-5.2,iiith_cooking_45_1,2.0,Add milk to the pot,Add milk to the pot,1.0,3.5,1.0,0.0,3.0,5.0,0.0,D (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 iiith_cooking_45_1 8 Swirl the pot with your bare hands,Ego-Exo4D-PJ-GPT-5.2,iiith_cooking_45_1,8.0,Swirl the pot with a pot holder,Swirl the pot with your bare hands,1.0,2.5,1.0,0.0,3.0,5.0,0.0,WE (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 nus_cooking_07_5 3 get the tea bag from the countertop,Ego-Exo4D-PJ-GPT-5.2,nus_cooking_07_5,3.0,get the sugar bag from the countertop,get the tea bag from the countertop,1.0,2.5,1.0,1.0,2.5,4.5,1.0,"S (50%), WE (50%)",,,,,,,
Ego-Exo4D-PJ-GPT-5.2 nus_cooking_10_5 5 accidentally drop the tea bag onto the counter top instead of putting it straight into the cup,Ego-Exo4D-PJ-GPT-5.2,nus_cooking_10_5,5.0,,accidentally drop the tea bag onto the counter top instead of putting it straight into the cup,1.0,3.5,1.0,0.0,3.0,5.0,0.0,"I (50%), S (50%)",,,,,,,
Ego-Exo4D-PJ-GPT-5.2 nus_cooking_10_5 11 knock the sugar pack off the counter top and pick it back up,Ego-Exo4D-PJ-GPT-5.2,nus_cooking_10_5,11.0,,knock the sugar pack off the counter top and pick it back up,1.0,4.0,1.0,0.0,3.0,5.0,0.0,I (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 nus_cooking_10_5 13 add the pack of sugar into the cup on the counter top,Ego-Exo4D-PJ-GPT-5.2,nus_cooking_10_5,13.0,add sugar into the cup on the counter top,add the pack of sugar into the cup on the counter top,1.0,1.5,1.0,0.5,3.0,3.5,0.5,WE (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 nus_cooking_10_5 15 remove the pack of sugar from the cup and add sugar into the cup on the counter top,Ego-Exo4D-PJ-GPT-5.2,nus_cooking_10_5,15.0,,remove the pack of sugar from the cup and add sugar into the cup on the counter top,1.0,2.5,1.0,0.5,3.0,3.5,0.5,"WE (50%), C (50%)",,,,,,,
Ego-Exo4D-PJ-GPT-5.2 fair_cooking_08_10 8 Cut out the stalk of the celery with your hands on the cutting board,Ego-Exo4D-PJ-GPT-5.2,fair_cooking_08_10,8.0,Cut out the stalk of the celery with knife on the cutting board,Cut out the stalk of the celery with your hands on the cutting board,1.0,3.5,1.0,0.0,3.0,5.0,0.0,WE (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 fair_cooking_08_10 12 Use the knife to cut out the stalk of the celery on the cutting board,Ego-Exo4D-PJ-GPT-5.2,fair_cooking_08_10,12.0,,Use the knife to cut out the stalk of the celery on the cutting board,1.0,2.0,1.0,0.0,3.0,5.0,0.0,"C (50%), I (50%)",,,,,,,
"Ego-Exo4D-PJ-GPT-5.2 fair_cooking_08_2 6 Move the carrot from the kitchen sink to the cutting board, then cut the carrot on the cutting board",Ego-Exo4D-PJ-GPT-5.2,fair_cooking_08_2,6.0,Cut a red bell pepper on the cutting board,"Move the carrot from the kitchen sink to the cutting board, then cut the carrot on the cutting board",1.0,4.0,2.0,1.0,3.0,4.0,0.5,S (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 fair_cooking_08_2 10 Notice you cut the carrot too early; set the cut carrot aside and cut a red bell pepper on the cutting board,Ego-Exo4D-PJ-GPT-5.2,fair_cooking_08_2,10.0,,Notice you cut the carrot too early; set the cut carrot aside and cut a red bell pepper on the cutting board,1.0,4.5,1.0,0.0,3.0,5.0,0.0,C (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 fair_cooking_08_2 11 Cut the peeled carrot on the cutting board,Ego-Exo4D-PJ-GPT-5.2,fair_cooking_08_2,11.0,Cut the peeled carrot on the cutting board,Cut the peeled carrot on the cutting board,1.0,5.0,1.5,0.0,3.0,5.0,0.0,D (100%),,,,,,,
"Ego-Exo4D-PJ-GPT-5.2 fair_cooking_08_2 15 Add the prepared mix of cut vegetables from the cutting board to the mixing bowl, but spill a little",Ego-Exo4D-PJ-GPT-5.2,fair_cooking_08_2,15.0,Add the prepared mix of cut vegetables from the cutting board to the mixing bowl,"Add the prepared mix of cut vegetables from the cutting board to the mixing bowl, but spill a little",1.0,4.0,2.0,0.0,3.0,5.0,0.0,WE (100%),,,,,,,
"Ego-Exo4D-PJ-GPT-5.2 fair_cooking_08_2 20 Stir the salad mixture in the mixing bowl with the spoon, but only briefly",Ego-Exo4D-PJ-GPT-5.2,fair_cooking_08_2,20.0,Stir the salad mixture in the mixing bowl with the spoon,"Stir the salad mixture in the mixing bowl with the spoon, but only briefly",1.0,4.0,2.0,0.0,3.0,5.0,0.0,WE (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 fair_cooking_08_2 21 Stop and stir the salad mixture thoroughly in the mixing bowl with the spoon until the seasonings are evenly mixed,Ego-Exo4D-PJ-GPT-5.2,fair_cooking_08_2,21.0,,Stop and stir the salad mixture thoroughly in the mixing bowl with the spoon until the seasonings are evenly mixed,1.0,5.0,1.0,0.0,3.0,5.0,0.0,C (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 fair_cooking_08_8 9 Dice carrot on the chopping board,Ego-Exo4D-PJ-GPT-5.2,fair_cooking_08_8,9.0,Dice carrot on the chopping board,Dice carrot on the chopping board,1.0,4.0,1.0,0.0,3.0,5.0,0.0,D (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 fair_cooking_08_8 10 Get red bell pepper from the chafer pan,Ego-Exo4D-PJ-GPT-5.2,fair_cooking_08_8,10.0,Dice red bell pepper on the chopping board,Get red bell pepper from the chafer pan,1.0,3.5,1.0,0.0,3.0,5.0,0.0,"S (50%), WE (50%)",,,,,,,
"Ego-Exo4D-PJ-GPT-5.2 fair_cooking_08_8 11 Dice red bell pepper on the chopping board, but accidentally dice it on the countertop instead",Ego-Exo4D-PJ-GPT-5.2,fair_cooking_08_8,11.0,,"Dice red bell pepper on the chopping board, but accidentally dice it on the countertop instead",1.0,3.0,1.0,0.0,3.0,5.0,0.0,"I (50%), WE (50%)",,,,,,,
"Ego-Exo4D-PJ-GPT-5.2 fair_cooking_08_8 12 Move the red bell pepper from the countertop to the chopping board, then dice red bell pepper on the chopping board, but not quite correctly",Ego-Exo4D-PJ-GPT-5.2,fair_cooking_08_8,12.0,,"Move the red bell pepper from the countertop to the chopping board, then dice red bell pepper on the chopping board, but not quite correctly",1.0,3.5,1.0,0.0,3.0,5.0,0.0,"I (50%), WE (50%)",,,,,,,
"Ego-Exo4D-PJ-GPT-5.2 fair_cooking_08_8 14 Cut off celery blossom end and tip to the small chafer pan, but not quite correctly",Ego-Exo4D-PJ-GPT-5.2,fair_cooking_08_8,14.0,Cut off celery blossom end and tip to the small chafer pan,"Cut off celery blossom end and tip to the small chafer pan, but not quite correctly",1.0,3.5,2.5,0.0,3.0,5.0,0.0,WE (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 fair_cooking_08_8 25 Add mayonnaise to the mixing bowl,Ego-Exo4D-PJ-GPT-5.2,fair_cooking_08_8,25.0,,Add mayonnaise to the mixing bowl,1.0,4.0,2.5,0.0,3.0,5.0,0.0,I (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 fair_cooking_08_8 30 Wipe the chopping board with napkin,Ego-Exo4D-PJ-GPT-5.2,fair_cooking_08_8,30.0,Wipe the chopping board with napkin,Wipe the chopping board with napkin,0.0,,,,,,,,,,,,,,
"Ego-Exo4D-PJ-Qwen sfu_covid_002_10 2 Read the test instruction sheet, but not quite correctly",Ego-Exo4D-PJ-Qwen,sfu_covid_002_10,2.0,Read the test instruction sheet.,"Read the test instruction sheet, but not quite correctly",1.0,4.0,3.0,0.0,3.0,5.0,0.0,WE (100%),,,,,,,
"Ego-Exo4D-PJ-Qwen sfu_covid_002_10 3 Stop, reread the test instruction sheet carefully.",Ego-Exo4D-PJ-Qwen,sfu_covid_002_10,3.0,,"Stop, reread the test instruction sheet carefully.",1.0,4.5,2.5,0.0,3.0,5.0,0.0,C (100%),,,,,,,
Ego-Exo4D-PJ-Qwen georgiatech_covid_18_10 24 Apply a few drops of the test solution to the test indicator using the wrong end of the swab,Ego-Exo4D-PJ-Qwen,georgiatech_covid_18_10,24.0,Apply a few drops of the test solution to the test indicator,Apply a few drops of the test solution to the test indicator using the wrong end of the swab,1.0,2.0,1.0,0.5,2.5,5.0,0.5,WE (100%),,,,,,,
"Ego-Exo4D-PJ-Qwen nus_covidtest_36_2 5 Place the test tube in an erect position on the covid test box, but do not seat it fully",Ego-Exo4D-PJ-Qwen,nus_covidtest_36_2,5.0,Place the test tube in an erect position on the covid test box,"Place the test tube in an erect position on the covid test box, but do not seat it fully",1.0,4.0,3.0,0.0,3.0,5.0,0.0,WE (100%),,,,,,,
"Ego-Exo4D-PJ-Qwen nus_covidtest_36_2 6 Stop and fix the wrong execution, and place the test tube in an erect position on the covid test box",Ego-Exo4D-PJ-Qwen,nus_covidtest_36_2,6.0,,"Stop and fix the wrong execution, and place the test tube in an erect position on the covid test box",1.0,4.0,1.5,0.0,3.0,5.0,0.0,C (100%),,,,,,,
Ego-Exo4D-PJ-Qwen nus_covidtest_36_2 10 Put the nasal swab back on the work table.,Ego-Exo4D-PJ-Qwen,nus_covidtest_36_2,10.0,,Put the nasal swab back on the work table.,1.0,1.5,1.0,1.0,3.0,3.5,0.5,I (100%),,,,,,,
Ego-Exo4D-PJ-Qwen nus_covidtest_15_2 13 Locate and unwrap the test plate,Ego-Exo4D-PJ-Qwen,nus_covidtest_15_2,13.0,Locate and unwrap the test plate,Locate and unwrap the test plate,1.0,2.0,1.0,1.0,2.5,3.0,0.5,D (100%),,,,,,,
Ego-Exo4D-PJ-Qwen nus_covidtest_15_2 27 Wait for a few minutes,Ego-Exo4D-PJ-Qwen,nus_covidtest_15_2,27.0,Arrange test materials in the plastic bag for disposal,Wait for a few minutes,0.0,4.0,3.0,0.0,3.0,5.0,0.0,S (100%),,,,,,,
"Ego-Exo4D-PJ-Qwen cmu_bike15_3 1 Deflate the wheel using a deflating needle, but not quite correctly",Ego-Exo4D-PJ-Qwen,cmu_bike15_3,1.0,Deflate the wheel using a deflating needle,"Deflate the wheel using a deflating needle, but not quite correctly",1.0,3.5,2.0,0.0,3.0,5.0,0.0,WE (100%),,,,,,,
"Ego-Exo4D-PJ-Qwen cmu_bike15_3 7 Fit the inner tube into the tire, but not quite correctly",Ego-Exo4D-PJ-Qwen,cmu_bike15_3,7.0,Fit the inner tube into the tire,"Fit the inner tube into the tire, but not quite correctly",1.0,3.5,1.5,0.0,3.0,5.0,0.0,WE (100%),,,,,,,
Ego-Exo4D-PJ-Qwen cmu_bike15_3 8 Insert the valve stem into the hole on the rim,Ego-Exo4D-PJ-Qwen,cmu_bike15_3,8.0,Insert the valve stem into the hole on the rim,Insert the valve stem into the hole on the rim,1.0,2.5,1.0,1.0,3.0,3.0,0.5,"D (50%), T (50%)",,,,,,,
Ego-Exo4D-PJ-Qwen cmu_bike15_3 12 Insert the valve stem into the hole on the rim,Ego-Exo4D-PJ-Qwen,cmu_bike15_3,12.0,,Insert the valve stem into the hole on the rim,1.0,1.5,1.0,1.0,3.0,3.0,0.5,"C (50%), T (50%)",,,,,,,
"Ego-Exo4D-PJ-Qwen fair_bike_06_11 12 Oops, accidentally deflate the inner tube a bit while checking the bead",Ego-Exo4D-PJ-Qwen,fair_bike_06_11,12.0,,"Oops, accidentally deflate the inner tube a bit while checking the bead",1.0,2.5,1.0,0.0,3.0,5.0,0.0,I (100%),,,,,,,
Ego-Exo4D-PJ-Qwen fair_bike_06_15 6 get a pack of new inner tube from the carton,Ego-Exo4D-PJ-Qwen,fair_bike_06_15,6.0,fix the tire to the bicycle wheel,get a pack of new inner tube from the carton,0.5,4.0,3.0,0.0,3.0,5.0,0.0,T (100%),,,,,,,
Ego-Exo4D-PJ-Qwen fair_bike_06_15 7 fix the tire to the bicycle wheel,Ego-Exo4D-PJ-Qwen,fair_bike_06_15,7.0,get a pack of new inner tube from the carton,fix the tire to the bicycle wheel,0.5,4.0,3.0,0.0,3.0,5.0,0.0,T (100%),,,,,,,
Ego-Exo4D-PJ-Qwen fair_bike_06_15 14 inflate the tire fully with the pump,Ego-Exo4D-PJ-Qwen,fair_bike_06_15,14.0,inflate the tire fully with the pump,inflate the tire fully with the pump,1.0,1.5,1.0,0.5,3.0,4.0,0.0,D (100%),,,,,,,
Ego-Exo4D-PJ-Qwen georgiatech_bike_09_8 1 Pull the release lever again.,Ego-Exo4D-PJ-Qwen,georgiatech_bike_09_8,1.0,,Pull the release lever again.,0.0,1.0,1.0,0.0,3.0,5.0,0.0,I (100%),,,,,,,
Ego-Exo4D-PJ-Qwen georgiatech_bike_09_8 6 Pick a screwdriver from the work table.,Ego-Exo4D-PJ-Qwen,georgiatech_bike_09_8,6.0,Pick a wrench from the work table.,Pick a screwdriver from the work table.,1.0,2.5,1.0,0.5,3.0,4.0,0.0,S (100%),,,,,,,
Ego-Exo4D-PJ-Qwen georgiatech_bike_09_8 8 Move the rear derailleur back to slacken the chain.,Ego-Exo4D-PJ-Qwen,georgiatech_bike_09_8,8.0,Move the rear derailleur back to slacken the chain.,Move the rear derailleur back to slacken the chain.,1.0,2.5,2.0,0.5,3.0,4.5,0.0,D (100%),,,,,,,
Ego-Exo4D-PJ-Qwen cmu_bike16_2 1 Tighten the axle nut using a wrench pull,Ego-Exo4D-PJ-Qwen,cmu_bike16_2,1.0,Loosen the axle nut using a wrench pull,Tighten the axle nut using a wrench pull,1.0,3.0,1.0,0.0,3.0,5.0,0.0,"WE (50%), S (50%)",,,,,,,
"Ego-Exo4D-PJ-Qwen cmu_bike16_2 2 Oops, realize the mistake and loosen the axle nut using a wrench pull",Ego-Exo4D-PJ-Qwen,cmu_bike16_2,2.0,,"Oops, realize the mistake and loosen the axle nut using a wrench pull",1.0,5.0,1.0,0.0,3.0,5.0,0.0,C (100%),,,,,,,
Ego-Exo4D-PJ-Qwen fair_bike_06_6 2 accidentally drop the tripod wrench,Ego-Exo4D-PJ-Qwen,fair_bike_06_6,2.0,,accidentally drop the tripod wrench,0.5,3.0,1.0,0.0,3.0,5.0,0.0,I (100%),,,,,,,
"Ego-Exo4D-PJ-Qwen cmu_bike14_4 0 Position the wheel incorrectly into the fork,",Ego-Exo4D-PJ-Qwen,cmu_bike14_4,0.0,Position the wheel correctly into the fork,"Position the wheel incorrectly into the fork,",1.0,3.5,1.5,0.0,3.0,5.0,0.0,WE (100%),,,,,,,
"Ego-Exo4D-PJ-Qwen cmu_bike14_4 1 Stop, fix the incorrect positioning, and position the wheel correctly into the fork",Ego-Exo4D-PJ-Qwen,cmu_bike14_4,1.0,,"Stop, fix the incorrect positioning, and position the wheel correctly into the fork",1.0,5.0,1.0,0.0,3.0,5.0,0.0,C (100%),,,,,,,
Ego-Exo4D-PJ-Qwen cmu_bike14_4 5 Spill some oil on the wrench while tightening the both axle nuts with a wrench,Ego-Exo4D-PJ-Qwen,cmu_bike14_4,5.0,,Spill some oil on the wrench while tightening the both axle nuts with a wrench,1.0,2.5,1.0,0.5,2.5,4.5,0.0,I (100%),,,,,,,
Ego-Exo4D-PJ-Qwen cmu_bike14_4 6 Wipe the oil off the wrench before putting it back in the tool stand,Ego-Exo4D-PJ-Qwen,cmu_bike14_4,6.0,,Wipe the oil off the wrench before putting it back in the tool stand,1.0,3.0,1.0,0.5,2.5,4.5,0.0,C (100%),,,,,,,
"Ego-Exo4D-PJ-Qwen fair_bike_02_4 4 Oops, dropped the wrench on the floor. Pick it up and continue tightening.",Ego-Exo4D-PJ-Qwen,fair_bike_02_4,4.0,,"Oops, dropped the wrench on the floor. Pick it up and continue tightening.",0.5,3.0,3.0,0.0,3.0,5.0,0.0,I (100%),,,,,,,
"Ego-Exo4D-PJ-Qwen fair_bike_07_12 0 Position the wheel onto the fork instead of into the fork.,",Ego-Exo4D-PJ-Qwen,fair_bike_07_12,0.0,Position the wheel into the fork,"Position the wheel onto the fork instead of into the fork.,",1.0,2.0,1.0,1.0,3.0,2.5,0.5,"S (50%), WE (50%)",,,,,,,
Ego-Exo4D-PJ-Qwen fair_bike_07_12 4 Return socket wrench back to the apron,Ego-Exo4D-PJ-Qwen,fair_bike_07_12,4.0,Return socket wrench back to the apron,Return socket wrench back to the apron,0.5,3.0,3.0,0.0,3.0,5.0,0.0,D (100%),,,,,,,
"Ego-Exo4D-PJ-Qwen fair_bike_07_12 8 Stop, fix the wrong execution, and position the wheel into the fork correctly.",Ego-Exo4D-PJ-Qwen,fair_bike_07_12,8.0,,"Stop, fix the wrong execution, and position the wheel into the fork correctly.",1.0,3.5,1.0,1.0,3.0,3.0,0.5,C (100%),,,,,,,
Ego-Exo4D-PJ-Qwen georgiatech_bike_18_4 1 Check the bicycle pedal.,Ego-Exo4D-PJ-Qwen,georgiatech_bike_18_4,1.0,Check the bicycle hand brake.,Check the bicycle pedal.,1.0,4.0,3.0,0.0,3.0,5.0,0.0,S (100%),,,,,,,
Ego-Exo4D-PJ-Qwen georgiatech_bike_18_4 7 Place the cloth on the floor.,Ego-Exo4D-PJ-Qwen,georgiatech_bike_18_4,7.0,Get a cloth from the work table.,Place the cloth on the floor.,1.0,2.0,1.0,1.0,3.0,4.0,0.0,T (100%),,,,,,,
Ego-Exo4D-PJ-Qwen georgiatech_bike_18_4 8 Get a cloth from the work table.,Ego-Exo4D-PJ-Qwen,georgiatech_bike_18_4,8.0,Place the cloth on the bicycle chain.,Get a cloth from the work table.,1.0,2.0,1.0,1.0,3.0,4.0,0.0,T (100%),,,,,,,
Ego-Exo4D-PJ-Qwen georgiatech_bike_19_10 3 Accidentally spill some chain lube on the floor,Ego-Exo4D-PJ-Qwen,georgiatech_bike_19_10,3.0,,Accidentally spill some chain lube on the floor,1.0,5.0,2.0,0.0,3.0,5.0,0.0,I (100%),,,,,,,
Ego-Exo4D-PJ-Qwen georgiatech_bike_19_10 4 Wipe the chain lube droppings on the floor with the cloth,Ego-Exo4D-PJ-Qwen,georgiatech_bike_19_10,4.0,Wipe the chain lube droppings on the bike with the cloth,Wipe the chain lube droppings on the floor with the cloth,1.0,4.0,1.0,0.0,3.0,5.0,0.0,S (100%),,,,,,,
"Ego-Exo4D-PJ-Qwen indiana_bike_03_1 0 Get the toothbrushes from the table.,",Ego-Exo4D-PJ-Qwen,indiana_bike_03_1,0.0,Get the toothbrushes from the floor.,"Get the toothbrushes from the table.,",0.0,,,,,,,,,,,,,,
"Ego-Exo4D-PJ-Qwen indiana_bike_03_1 2 Oops, I got the wrong item. Get the chain lube from the floor.",Ego-Exo4D-PJ-Qwen,indiana_bike_03_1,2.0,Get the chain lube from the floor,"Oops, I got the wrong item. Get the chain lube from the floor.",0.0,,,,,,,,,,,,,,
"Ego-Exo4D-PJ-Qwen nus_cpr_15_1 0 tap patient to confirm consciousness,",Ego-Exo4D-PJ-Qwen,nus_cpr_15_1,0.0,call for help,"tap patient to confirm consciousness,",1.0,5.0,3.0,0.0,3.0,5.0,0.0,S (100%),,,,,,,
"Ego-Exo4D-PJ-Qwen nus_cpr_29_2 4 accidentally press too hard on the patient's chest, causing discomfort",Ego-Exo4D-PJ-Qwen,nus_cpr_29_2,4.0,,"accidentally press too hard on the patient's chest, causing discomfort",1.0,5.0,2.0,0.0,3.0,5.0,0.0,I (100%),,,,,,,
Ego-Exo4D-PJ-Qwen utokyo_cpr_2005_32_4 19 Place the interlock hands at the center of the patient's chest,Ego-Exo4D-PJ-Qwen,utokyo_cpr_2005_32_4,19.0,Place the interlock hands at the center of the patient's chest,Place the interlock hands at the center of the patient's chest,1.0,4.0,1.0,0.0,3.0,5.0,0.0,D (100%),,,,,,,
Ego-Exo4D-PJ-Qwen sfu_cooking015_4 13 Pour egg mixture into the pan,Ego-Exo4D-PJ-Qwen,sfu_cooking015_4,13.0,Pour egg mixture into the skillet,Pour egg mixture into the pan,0.0,,,,,,,,,,,,,,
